Lớp,Mã HP,Môn,TC,LT,TH,Tự học,PCGD,SS lớp,Mã LHP,Nhóm,LT/TH,Thứ,Ca,GĐ,GV,Ghi chú,Ghi chú
K69E-EC3,HIS1001,Lịch sử Đảng Cộng sản Việt Nam,2,20,10,,9,60,HIS1001 30,CL,LT,3,3,109-B,Nguyễn Thị Giang,,"Học 1 ca/10 tuần, thi đợt 1"
K69E-EC4,HIS1001,Lịch sử Đảng Cộng sản Việt Nam,2,20,10,,9,60,HIS1001 31,CL,LT,4,1,110-B,Nguyễn Chí Thảo,,"Học 1 ca/10 tuần, thi đợt 1"
K69E-EC5,HIS1001,Lịch sử Đảng Cộng sản Việt Nam,2,20,10,,9,60,HIS1001 32,CL,LT,6,4,103-A,Đỗ Như Hồng,,"Học 1 ca/10 tuần, thi đợt 1"
K69E-EC6,HIS1001,Lịch sử Đảng Cộng sản Việt Nam,2,20,10,,9,60,HIS1001 33,CL,LT,6,3,204-B,Đỗ Như Hồng,,"Học 1 ca/10 tuần, thi đợt 1"
K69E-EC1,POL1001,Tư tưởng Hồ Chí Minh,2,20,10,,9,60,POL1001 29,CL,LT,6,1,204-B,Phạm Đức Dũng,,"Học 1 ca/10 tuần, thi đợt 1"
K69E-EC2,POL1001,Tư tưởng Hồ Chí Minh,2,20,10,,9,60,POL1001 30,CL,LT,2,4,204-B,Đàm Thế Vinh+Lê Văn Nam,,"Học 1 ca/10 tuần, thi đợt 1"
K69E-EC3,POL1001,Tư tưởng Hồ Chí Minh,2,20,10,,9,60,POL1001 31,CL,LT,6,3,109-B,Phạm Thị Thuỳ,,"Học 1 ca/10 tuần, thi đợt 1"
K69E-EC4,POL1001,Tư tưởng Hồ Chí Minh,2,20,10,,9,60,POL1001 32,CL,LT,5,4,501-B,Phạm Thị Thuỳ,,"Học 1 ca/10 tuần, thi đợt 1"
K69E-EC5,POL1001,Tư tưởng Hồ Chí Minh,2,20,10,,9,60,POL1001 33,CL,LT,3,3,108-B,Nguyễn Tuyết Hạnh,,"Học 1 ca/10 tuần, thi đợt 1"
K69E-EC6,POL1001,Tư tưởng Hồ Chí Minh,2,20,10,,9,60,POL1001 34,CL,LT,6,4,204-B,Phạm Thị Thuỳ,,"Học 1 ca/10 tuần, thi đợt 1"
K69E-EC1,ELT2040,Điện tử tương tự,3,45,,,2,60,ELT2040 1,CL,LT,4,1,404-B,Mai Linh,,"Học 1 ca/15 tuần, thi đợt 2"
K69E-EC2,ELT2040,Điện tử tương tự,3,45,,,2,60,ELT2040 2,CL,LT,6,2,304-B,Mai Linh,,"Học 1 ca/15 tuần, thi đợt 2"
K69E-EC3,ELT2040,Điện tử tương tự,3,45,,,2,60,ELT2040 3,CL,LT,5,3,406-B,Mai Linh,,"Học 1 ca/15 tuần, thi đợt 2"
K69E-EC4,ELT2040,Điện tử tương tự,3,45,,,2,60,ELT2040 4,CL,LT,5,2,501-B,Bùi Thanh Tùng,,"Học 1 ca/15 tuần, thi đợt 2"
K69E-EC5,ELT2040,Điện tử tương tự,3,45,,,2,60,ELT2040 5,CL,LT,4,1,306-B,Phạm Duy Hưng,,"Học 1 ca/15 tuần, thi đợt 2"
K69E-EC6,ELT2040,Điện tử tương tự,3,45,,,2,60,ELT2040 6,CL,LT,6,2,204-B,Phạm Duy Hưng,,"Học 1 ca/15 tuần, thi đợt 2"
K69E-EC1,ELT2041,Điện tử số,3,45,,,2,60,ELT2041 1,CL,LT,3,1,404-B,Nguyễn Xuân Dương,,"Học 1 ca/15 tuần, thi đợt 2"
K69E-EC2,ELT2041,Điện tử số,3,45,,,2,60,ELT2041 2,CL,LT,3,2,205-B,Nguyễn Xuân Dương,,"Học 1 ca/15 tuần, thi đợt 2"
K69E-EC3,ELT2041,Điện tử số,3,45,,,2,60,ELT2041 3,CL,LT,7,1,109-B,Nguyễn Văn Thắng,,"Học 1 ca/15 tuần, thi đợt 2"
K69E-EC4,ELT2041,Điện tử số,3,45,,,2,60,ELT2041 4,CL,LT,7,2,109-B,Nguyễn Văn Thắng,,"Học 1 ca/15 tuần, thi đợt 2"
K69E-EC5,ELT2041,Điện tử số,3,45,,,2,60,ELT2041 5,CL,LT,5,4,202-B,Phạm Đức Quang,,"Học 1 ca/15 tuần, thi đợt 2"
K69E-EC6,ELT2041,Điện tử số,3,45,,,2,60,ELT2041 6,CL,LT,5,1,204-B,Nguyễn Xuân Dương,,"Học 1 ca/15 tuần, thi đợt 2"
K69E-EC1,ELT3144,Xử lý tín hiệu số,4,45,,,2,60,ELT3144 1,CL,LT,4,3,404-B,Nguyễn Linh Trung,,"Học 1 ca/15 tuần, thi đợt 2"
K69E-EC1,ELT3144,Xử lý tín hiệu số,4,,30,,2,60,ELT3144 1,CL,TH,2,4,203-B,Nguyễn Thế Khang+Nguyễn Đức Kiên,,"Học 1 ca/15 tuần, thi đợt 2"
K69E-EC2,ELT3144,Xử lý tín hiệu số,4,45,,,2,60,ELT3144 2,CL,LT,6,1,303-B,Nguyễn Linh Trung,,"Học 1 ca/15 tuần, thi đợt 2"
K69E-EC2,ELT3144,Xử lý tín hiệu số,4,,30,,2,60,ELT3144 2,CL,TH,6,4,304-B,Phạm Văn Đức+Phạm Hải Anh,,"Học 1 ca/15 tuần, thi đợt 2"
K69E-EC3,ELT3144,Xử lý tín hiệu số,4,45,,,2,60,ELT3144 3,CL,LT,5,4,406-B,Lê Trung Thành,,"Học 1 ca/15 tuần, thi đợt 2"
K69E-EC3,ELT3144,Xử lý tín hiệu số,4,,30,,2,60,ELT3144 3,CL,TH,3,4,109-B,Đỗ Nguyễn Đăng Thi+Trần Quang Duy,,"Học 1 ca/15 tuần, thi đợt 2"
K69E-EC4,ELT3144,Xử lý tín hiệu số,4,45,,,2,60,ELT3144 4,CL,LT,2,3,303-B,Lê Trung Thành,,"Học 1 ca/15 tuần, thi đợt 2"
K69E-EC4,ELT3144,Xử lý tín hiệu số,4,,30,,2,60,ELT3144 4,CL,TH,6,3,503-B,Nguyễn Đức Kiên+Phạm Hải Anh,,"Học 1 ca/15 tuần, thi đợt 2"
K69E-EC5,ELT3144,Xử lý tín hiệu số,4,45,,,2,60,ELT3144 5,CL,LT,4,3,306-B,Trần Thị Thúy Quỳnh,,"Học 1 ca/15 tuần, thi đợt 2"
K69E-EC5,ELT3144,Xử lý tín hiệu số,4,,30,,2,60,ELT3144 5,CL,TH,4,2,306-B,Nguyễn Thế Khang+Nguyễn Đức Kiên,,"Học 1 ca/15 tuần, thi đợt 2"
K69E-EC6,ELT3144,Xử lý tín hiệu số,4,45,,,2,60,ELT3144 6,CL,LT,3,2,306-B,Trần Thị Thúy Quỳnh,,"Học 1 ca/15 tuần, thi đợt 2"
K69E-EC6,ELT3144,Xử lý tín hiệu số,4,,30,,2,60,ELT3144 6,CL,TH,2,2,308-B,Đỗ Nguyễn Đăng Thi+Trần Quang Duy,,"Học 1 ca/15 tuần, thi đợt 2"
K69E-EC1,ELT3043,Truyền thông,3,45,,,2,60,ELT3043 1,CL,LT,4,2,404-B,Đinh Triều Dương,,"Học 1 ca/15 tuần, thi đợt 2"
K69E-EC2,ELT3043,Truyền thông,3,45,,,2,60,ELT3043 2,CL,LT,3,3,205-B,Đinh Triều Dương,,"Học 1 ca/15 tuần, thi đợt 2"
K69E-EC3,ELT3043,Truyền thông,3,45,,,2,60,ELT3043 3,CL,LT,4,1,202-B,Nguyễn Minh Trần,,"Học 1 ca/15 tuần, thi đợt 2"
K69E-EC4,ELT3043,Truyền thông,3,45,,,2,60,ELT3043 4,CL,LT,5,3,501-B,Trần Cao Quyền,,"Học 1 ca/15 tuần, thi đợt 2"
K69E-EC5,ELT3043,Truyền thông,3,45,,,2,60,ELT3043 5,CL,LT,3,4,108-B,Trần Cao Quyền,,"Học 1 ca/15 tuần, thi đợt 2"
K69E-EC6,ELT3043,Truyền thông,3,45,,,2,60,ELT3043 6,CL,LT,3,1,306-B,Phạm Thanh Hiệp,,"Học 1 ca/15 tuần, thi đợt 2"
K69E-EC1,ELT3212,Mạng truyền thông máy tính 1,3,36,,,2,60,ELT3212 1,CL,LT,2,3,203-B,Đinh Thị Thái Mai,,"Học 1 ca/12 tuần, thi đợt 2"
K69E-EC1,ELT3212,Mạng truyền thông máy tính 1,3,,18,,2,20,ELT3212 1,1,TH,5,1-2,202-G2,Cấn Quang Trường,Học tuần 8-9-10,Thi đợt 2
K69E-EC1,ELT3212,Mạng truyền thông máy tính 1,3,,18,,2,20,ELT3212 1,2,TH,5,1-2,202-G2,Cấn Quang Trường,Học tuần 11-12-13,Thi đợt 2
K69E-EC1,ELT3212,Mạng truyền thông máy tính 1,3,,18,,2,20,ELT3212 1,3,TH,5,3-4,202-G2,Cấn Quang Trường,Học tuần 8-9-10,Thi đợt 2
K69E-EC2,ELT3212,Mạng truyền thông máy tính 1,3,36,,,2,60,ELT3212 2,CL,LT,3,4,205-B,Đinh Thị Thái Mai,,"Học 1 ca/12 tuần, thi đợt 2"
K69E-EC2,ELT3212,Mạng truyền thông máy tính 1,3,,18,,2,20,ELT3212 2,1,TH,7,3-4,202-G2,Cấn Quang Trường,Học tuần 11-12-13,Thi đợt 2
K69E-EC2,ELT3212,Mạng truyền thông máy tính 1,3,,18,,2,20,ELT3212 2,2,TH,4,3-4,202-G2,Cấn Quang Trường,Học tuần 8-9-10,Thi đợt 2
K69E-EC2,ELT3212,Mạng truyền thông máy tính 1,3,,18,,2,20,ELT3212 2,3,TH,4,3-4,202-G2,Cấn Quang Trường,Học tuần 11-12-13,Thi đợt 2
K69E-EC3,ELT3212,Mạng truyền thông máy tính 1,3,36,,,2,60,ELT3212 3,CL,LT,5,2,406-B,Lâm Sinh Công,,"Học 1 ca/12 tuần, thi đợt 2"
K69E-EC3,ELT3212,Mạng truyền thông máy tính 1,3,,18,,2,20,ELT3212 3,1,TH,2,1-2,202-G2,Lưu Bách Hưng,Học tuần 8-9-10,Thi đợt 2
K69E-EC3,ELT3212,Mạng truyền thông máy tính 1,3,,18,,2,20,ELT3212 3,2,TH,7,1-2,202-G2,Lưu Bách Hưng,Học tuần 8-9-10,Thi đợt 2
K69E-EC3,ELT3212,Mạng truyền thông máy tính 1,3,,18,,2,20,ELT3212 3,3,TH,7,3-4,202-G2,Lưu Bách Hưng,Học tuần 8-9-10,Thi đợt 2
K69E-EC4,ELT3212,Mạng truyền thông máy tính 1,3,36,,,2,60,ELT3212 4,CL,LT,4,2,110-B,Lâm Sinh Công,,"Học 1 ca/12 tuần, thi đợt 2"
K69E-EC4,ELT3212,Mạng truyền thông máy tính 1,3,,18,,2,20,ELT3212 4,1,TH,3,3-4,202-G2,Lưu Bách Hưng,Học tuần 8-9-10,Thi đợt 2
K69E-EC4,ELT3212,Mạng truyền thông máy tính 1,3,,18,,2,20,ELT3212 4,2,TH,3,3-4,202-G2,Lưu Bách Hưng,Học tuần 11-12-13,Thi đợt 2
K69E-EC4,ELT3212,Mạng truyền thông máy tính 1,3,,18,,2,20,ELT3212 4,3,TH,3,1-2,202-G2,Lưu Bách Hưng,Học tuần 8-9-10,Thi đợt 2
K69E-EC5,ELT3212,Mạng truyền thông máy tính 1,3,36,,,2,60,ELT3212 5,CL,LT,3,2,108-B,Bùi Trung Ninh,,"Học 1 ca/12 tuần, thi đợt 2"
K69E-EC5,ELT3212,Mạng truyền thông máy tính 1,3,,18,,2,20,ELT3212 5,1,TH,2,3-4,202-G2,Cấn Quang Trường,Học tuần 8-9-10,Thi đợt 2
K69E-EC5,ELT3212,Mạng truyền thông máy tính 1,3,,18,,2,20,ELT3212 5,2,TH,2,1-2,202-G2,Cấn Quang Trường,Học tuần 11-12-13,Thi đợt 2
K69E-EC5,ELT3212,Mạng truyền thông máy tính 1,3,,18,,2,20,ELT3212 5,3,TH,2,3-4,202-G2,Nguyễn Tấn Phong,Học tuần 11-12-13,Thi đợt 2
K69E-EC6,ELT3212,Mạng truyền thông máy tính 1,3,36,,,2,60,ELT3212 6,CL,LT,3,4,305-B,Bùi Trung Ninh,,"Học 1 ca/12 tuần, thi đợt 2"
K69E-EC6,ELT3212,Mạng truyền thông máy tính 1,3,,18,,2,20,ELT3212 6,1,TH,7,1-2,202-G2,Cấn Quang Trường,Học tuần 11-12-13,Thi đợt 2
K69E-EC6,ELT3212,Mạng truyền thông máy tính 1,3,,18,,2,20,ELT3212 6,2,TH,4,1-2,202-G2,Cấn Quang Trường,Học tuần 8-9-10,Thi đợt 2
K69E-EC6,ELT3212,Mạng truyền thông máy tính 1,3,,18,,2,20,ELT3212 6,3,TH,4,1-2,202-G2,Nguyễn Tấn Phong,Học tuần 11-12-13,Thi đợt 2
K69E-EC1,INT2210,Cấu trúc dữ liệu và giải thuật,4,45,,,1,60,INT2210 23,CL,LT,6,3,306-B,Hà Minh Cường,,
K69E-EC1,INT2210,Cấu trúc dữ liệu và giải thuật,4,,30,,1,60,INT2210 23,CL,TH,3,3,202-B,Hoàng Tích Phúc+Hoàng Hữu Bách,,
K69E-EC2,INT2210,Cấu trúc dữ liệu và giải thuật,4,45,,,1,60,INT2210 24,CL,LT,5,3,306-B,Lê Nguyên Khôi,,
K69E-EC2,INT2210,Cấu trúc dữ liệu và giải thuật,4,,30,,1,60,INT2210 24,CL,TH,4,1,102-B,Lê Việt Quân+Nguyễn Đức Hoàng Long,,
K69E-EC3,INT2210,Cấu trúc dữ liệu và giải thuật,4,45,,,1,60,INT2210 25,CL,LT,3,1,104-B,Lê Nguyên Khôi,,
K69E-EC3,INT2210,Cấu trúc dữ liệu và giải thuật,4,,30,,1,60,INT2210 25,CL,TH,4,2,309-B,Lê Việt Quân+Nguyễn Đức Hoàng Long,,
K68E-EC1,ELT3240,Nhập môn hệ thống nhúng,3,30,,,2,60,ELT3240 1,CL,LT,2,2,206-B,Nguyễn Kiêm Hùng,,"Học 1 ca/10 tuần, thi đợt 1"
K68E-EC1,ELT3240,Nhập môn hệ thống nhúng,3,,30,,2,60,ELT3240 1,CL,TH,4,2,205-B,Phạm Quang Hùng,,"Học 1 ca/10 tuần, thi đợt 1"
K68E-EC2,ELT3240,Nhập môn hệ thống nhúng,3,30,,,2,60,ELT3240 2,CL,LT,3,3,408-B,Phạm Đức Quang,,"Học 1 ca/10 tuần, thi đợt 1"
K68E-EC2,ELT3240,Nhập môn hệ thống nhúng,3,,30,,2,60,ELT3240 2,CL,TH,5,1,101-B,Dương Minh Ngọc,,"Học 1 ca/10 tuần, thi đợt 1"
K68E-EC3,ELT3240,Nhập môn hệ thống nhúng,3,30,,,2,60,ELT3240 3,CL,LT,5,2,307-B,Vũ Quốc Tuấn,,"Học 1 ca/10 tuần, thi đợt 1"
K68E-EC3,ELT3240,Nhập môn hệ thống nhúng,3,,30,,2,60,ELT3240 3,CL,TH,5,3,307-B,Đỗ Đình Minh,,"Học 1 ca/10 tuần, thi đợt 1"
K68E-EC1,ELT2036,Kỹ thuật điện từ,3,45,,,2,60,ELT2036 1,CL,LT,2,4,206-B,Trần Cao Quyền,,"Học 1 ca/15 tuần, thi đợt 2"
K68E-EC2,ELT2036,Kỹ thuật điện từ,3,45,,,2,60,ELT2036 2,CL,LT,6,2,107-B,Trần Cao Quyền,,"Học 1 ca/15 tuần, thi đợt 2"
K68E-EC3,ELT2036,Kỹ thuật điện từ,3,45,,,2,60,ELT2036 3,CL,LT,2,2,507-B,Trần Văn Quảng,,"Học 1 ca/15 tuần, thi đợt 2"
K68E-EC1+K68E-EC2+K68E-EC3,HIS1001,Lịch sử Đảng Cộng sản Việt Nam,2,20,10,,9,60,HIS1001 23,CL,LT,4,1,205-B,Trần Thị Thái,,"Học 1 ca/10 tuần, thi đợt 1"
K68E-EC1+K68E-EC2,INE1051,Kinh tế vĩ mô,3,30,10,,9,60,INE1051 21,CL,LT,5,2,510-B,Nguyễn Thị Nhàn+Đặng Minh Quân,,"Học 1 ca/15 tuần, thi đợt 2"
K68E-EC3,INE1051,Kinh tế vĩ mô,3,30,10,,9,60,INE1051 22,CL,LT,6,1,210-B,Phạm Duy Minh,,"Học 1 ca/15 tuần, thi đợt 2"
K68E-EC1,ELT3213,Truyền thông quang,3,36,,,2,40,ELT3213 1,CL,LT,2,3,206-B,Bùi Trung Ninh,,"Học 1 ca/12 tuần, thi đợt 2"
K68E-EC1,ELT3213,Truyền thông quang,3,,18,,2,20,ELT3213 1,1,TH,6,1,202-G2,Bùi Trung Ninh,Học tuần 13-14-15,Thi đợt 2
K68E-EC1,ELT3213,Truyền thông quang,3,,18,,2,20,ELT3213 1,1,TH,6,2,202-G2,Bùi Trung Ninh,Học tuần 13-14-15,Thi đợt 2
K68E-EC1,ELT3213,Truyền thông quang,3,,18,,2,20,ELT3213 1,2,TH,6,3,202-G2,Bùi Trung Ninh,Học tuần 13-14-15,Thi đợt 2
K68E-EC1,ELT3213,Truyền thông quang,3,,18,,2,20,ELT3213 1,2,TH,6,4,202-G2,Bùi Trung Ninh,Học tuần 13-14-15,Thi đợt 2
K68E-EC1,ELT3189,Kỹ thuật anten,3,45,,,2,40,ELT3189 2,CL,LT,3,3,405-A,Nguyễn Minh Trần,,"Học 1 ca/15 tuần, thi đợt 2"
K68E-EC1,ELT3062,Mạng truyền thông máy tính 2,3,36,18,,2,40,ELT3062 1,CL,LT+TH,3,2,405-A,Lâm Sinh Công,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K68E-EC1,ELT3062,Mạng truyền thông máy tính 2,3,36,18,,2,40,ELT3062 1,CL,LT+TH,4,3,205-B,Lâm Sinh Công,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K68E-EC1,ELT3244,IoT và ứng dụng,3,36,18,,2,40,ELT3244 1,CL,LT+TH,3,1,405-A,Đinh Thị Thái Mai+Nguyễn Tấn Phong,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K68E-EC1,ELT3244,IoT và ứng dụng,3,36,18,,2,40,ELT3244 1,CL,LT+TH,5,3,101-B,Đinh Thị Thái Mai+Nguyễn Tấn Phong,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K68E-EC2,ELT3095,Xử lý tín hiệu và tạo ảnh y sinh,3,45,,,2,40,ELT3095 1,CL,LT,2,1,206-B,Lê Vũ Hà,,"Học 1 ca/15 tuần, thi đợt 2"
K68E-EC2,ELT3105,Mạch xử lý tín hiệu y sinh,3,30,30,,2,40,ELT3105 1,CL,LT+TH,3,2,408-B,Chử Đức Hoàng+Đỗ Quang Lộc,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K68E-EC2,ELT3105,Mạch xử lý tín hiệu y sinh,3,30,30,,2,40,ELT3105 1,CL,LT+TH,6,3,107-B,Chử Đức Hoàng+Đỗ Quang Lộc,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K68E-EC2,ELT3096,Cơ sở điện sinh học,3,45,,,2,40,ELT3096 1,CL,LT,3,1,408-B,Nguyễn Văn Hạnh,,"Học 1 ca/15 tuần, thi đợt 2"
K68E-EC2,ELT3088,Mems sinh học và các thiết bị y sinh,3,45,,,2,40,ELT3088 1,CL,LT,6,4,107-B,Phạm Ngọc Thảo,,"Học 1 ca/15 tuần, thi đợt 2"
K68E-EC3,ELT3293,Công nghệ vi cơ điện tử,3,45,,,2,40,ELT3293 1,CL,LT,3,3,406-B,Nguyễn Xuân Dương,,"Học 1 ca/15 tuần, thi đợt 2"
K68E-EC3,ELT3205,Kỹ thuật cảm biến,3,30,30,,2,40,ELT3205 1,CL,LT+TH,3,2,406-B,Vũ Quốc Tuấn+Bùi Thanh Tùng,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K68E-EC3,ELT3205,Kỹ thuật cảm biến,3,30,30,,2,40,ELT3205 1,CL,LT+TH,6,3,210-B,Vũ Quốc Tuấn+Bùi Thanh Tùng,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K68E-EC3,ELT3203,Thiết kế mạch tích hợp tương tự,3,30,30,,2,40,ELT3203 1,CL,LT+TH,2,3,507-B,Chử Đức Trình+Đỗ Quang Lộc,Ca 1 (học từ tuần 1-15),"Học 1 ca/10 tuần đầu, từ tuần 11 học 2 ca/tuần, thi vào đợt 2"
K68E-EC3,ELT3203,Thiết kế mạch tích hợp tương tự,3,30,30,,2,40,ELT3203 1,CL,LT+TH,6,2,210-B,Chử Đức Trình+Đỗ Quang Lộc,Ca 2 (học đồng thời với Ca 1 từ tuần 11),
K68E-EC3,ELT3292,Điều khiển logic và PLC,3,30,,,2,40,ELT3292 1,CL,LT,2,1,507-B,Đặng Văn Hiếu,,"Học 1 ca/10 tuần, thi đợt 1"
K68E-EC3,ELT3292,Điều khiển logic và PLC,3,,30,,2,40,ELT3292 1,CL,TH,7,2,101-T,Đặng Văn Hiếu,,"Học 1 ca/10 tuần, thi đợt 1"
K67E-EC,ELT4053,Khóa luận tốt nghiệp,7,,,,2,103,ELT4053 1,CL,TH,6,4,ONL,Khoa ĐTVT,,
K69E-CE1,ELT3102,Thực tập kỹ thuật điện tử tương tự,2,,60,,2,20,ELT3102 1,CL,TH,5,3,301-G2,Phạm Duy Hưng+Nguyễn Tuấn Anh,,"Học 2 ca/tuần, thi đợt 1"
K69E-CE1,ELT3102,Thực tập kỹ thuật điện tử tương tự,2,,60,,2,20,ELT3102 1,CL,TH,5,4,301-G2,Phạm Duy Hưng+Nguyễn Tuấn Anh,,"Học 2 ca/tuần, thi đợt 1"
K69E-CE1,ELT3102,Thực tập kỹ thuật điện tử tương tự,2,,60,,2,20,ELT3102 2,CL,TH,7,3,301-G2,Phạm Duy Hưng+Trịnh Lê Hoàng Long,,"Học 2 ca/tuần, thi đợt 1"
K69E-CE1,ELT3102,Thực tập kỹ thuật điện tử tương tự,2,,60,,2,20,ELT3102 2,CL,TH,7,4,301-G2,Phạm Duy Hưng+Trịnh Lê Hoàng Long,,"Học 2 ca/tuần, thi đợt 1"
K69E-CE2,ELT3102,Thực tập kỹ thuật điện tử tương tự,2,,60,,2,20,ELT3102 3,CL,TH,6,3,301-G2,Phạm Duy Hưng+Cao Việt Long,,"Học 2 ca/tuần, thi đợt 1"
K69E-CE2,ELT3102,Thực tập kỹ thuật điện tử tương tự,2,,60,,2,20,ELT3102 3,CL,TH,6,4,301-G2,Phạm Duy Hưng+Cao Việt Long,,"Học 2 ca/tuần, thi đợt 1"
K69E-CE2,ELT3102,Thực tập kỹ thuật điện tử tương tự,2,,60,,2,20,ELT3102 4,CL,TH,2,3,301-G2,Nguyễn Đăng Phú+Vũ Việt Anh,,"Học 2 ca/tuần, thi đợt 1"
K69E-CE2,ELT3102,Thực tập kỹ thuật điện tử tương tự,2,,60,,2,20,ELT3102 4,CL,TH,2,4,301-G2,Nguyễn Đăng Phú+Vũ Việt Anh,,"Học 2 ca/tuần, thi đợt 1"
K69E-CE3,ELT3102,Thực tập kỹ thuật điện tử tương tự,2,,60,,2,20,ELT3102 5,CL,TH,4,1,301-G2,Nguyễn Đăng Phú+Lê Thành Trung,,"Học 2 ca/tuần, thi đợt 1"
K69E-CE3,ELT3102,Thực tập kỹ thuật điện tử tương tự,2,,60,,2,20,ELT3102 5,CL,TH,4,2,301-G2,Nguyễn Đăng Phú+Lê Thành Trung,,"Học 2 ca/tuần, thi đợt 1"
K69E-CE3,ELT3102,Thực tập kỹ thuật điện tử tương tự,2,,60,,2,20,ELT3102 6,CL,TH,7,1,301-G2,Nguyễn Đăng Phú+Phạm Văn Đại,,"Học 2 ca/tuần, thi đợt 1"
K69E-CE3,ELT3102,Thực tập kỹ thuật điện tử tương tự,2,,60,,2,20,ELT3102 6,CL,TH,7,2,301-G2,Nguyễn Đăng Phú+Phạm Văn Đại,,"Học 2 ca/tuần, thi đợt 1"
K69E-CE4,ELT3102,Thực tập kỹ thuật điện tử tương tự,2,,60,,2,20,ELT3102 7,CL,TH,4,3,301-G2,Mai Linh+Nguyễn Trà My,,"Học 2 ca/tuần, thi đợt 1"
K69E-CE4,ELT3102,Thực tập kỹ thuật điện tử tương tự,2,,60,,2,20,ELT3102 7,CL,TH,4,4,301-G2,Mai Linh+Nguyễn Trà My,,"Học 2 ca/tuần, thi đợt 1"
K69E-CE4,ELT3102,Thực tập kỹ thuật điện tử tương tự,2,,60,,2,20,ELT3102 8,CL,TH,2,1,301-G2,Mai Linh+Chu Thị Phương Dung,,"Học 2 ca/tuần, thi đợt 1"
K69E-CE4,ELT3102,Thực tập kỹ thuật điện tử tương tự,2,,60,,2,20,ELT3102 8,CL,TH,2,2,301-G2,Mai Linh+Chu Thị Phương Dung,,"Học 2 ca/tuần, thi đợt 1"
K69E-CE5,ELT3102,Thực tập kỹ thuật điện tử tương tự,2,,60,,2,20,ELT3102 9,CL,TH,7,1,302-G2,Mai Linh+Nguyễn Mai Chi,,"Học 2 ca/tuần, thi đợt 1"
K69E-CE5,ELT3102,Thực tập kỹ thuật điện tử tương tự,2,,60,,2,20,ELT3102 9,CL,TH,7,2,302-G2,Mai Linh+Nguyễn Mai Chi,,"Học 2 ca/tuần, thi đợt 1"
K69E-CE5,ELT3102,Thực tập kỹ thuật điện tử tương tự,2,,60,,2,20,ELT3102 10,CL,TH,3,1,302-G2,Trần Như Chí+Chu Thị Phương Dung,,"Học 2 ca/tuần, thi đợt 1"
K69E-CE5,ELT3102,Thực tập kỹ thuật điện tử tương tự,2,,60,,2,20,ELT3102 10,CL,TH,3,2,302-G2,Trần Như Chí+Chu Thị Phương Dung,,"Học 2 ca/tuần, thi đợt 1"
K69E-CE6,ELT3102,Thực tập kỹ thuật điện tử tương tự,2,,60,,2,20,ELT3102 11,CL,TH,2,1,302-G2,Trần Như Chí+Đặng Văn Hiếu,,"Học 2 ca/tuần, thi đợt 1"
K69E-CE6,ELT3102,Thực tập kỹ thuật điện tử tương tự,2,,60,,2,20,ELT3102 11,CL,TH,2,2,302-G2,Trần Như Chí+Đặng Văn Hiếu,,"Học 2 ca/tuần, thi đợt 1"
K69E-CE6,ELT3102,Thực tập kỹ thuật điện tử tương tự,2,,60,,2,20,ELT3102 12,CL,TH,7,3,302-G2,Trần Như Chí+Trần Xuân Đức,,"Học 2 ca/tuần, thi đợt 1"
K69E-CE6,ELT3102,Thực tập kỹ thuật điện tử tương tự,2,,60,,2,20,ELT3102 12,CL,TH,7,4,302-G2,Trần Như Chí+Trần Xuân Đức,,"Học 2 ca/tuần, thi đợt 1"
K69E-CE1,ELT3102,Thực tập kỹ thuật điện tử tương tự,2,,60,,2,20,ELT3102 13,CL,TH,6,3,302-G2,Phạm Đình Tuân+Nguyễn Trung Hiếu,,"Học 2 ca/tuần, thi đợt 1"
K69E-CE1,ELT3102,Thực tập kỹ thuật điện tử tương tự,2,,60,,2,20,ELT3102 13,CL,TH,6,4,302-G2,Phạm Đình Tuân+Nguyễn Trung Hiếu,,"Học 2 ca/tuần, thi đợt 1"
K69E-CE2,ELT3102,Thực tập kỹ thuật điện tử tương tự,2,,60,,2,20,ELT3102 14,CL,TH,6,1,302-G2,Phạm Đình Tuân+Đặng Văn Hiếu,,"Học 2 ca/tuần, thi đợt 1"
K69E-CE2,ELT3102,Thực tập kỹ thuật điện tử tương tự,2,,60,,2,20,ELT3102 14,CL,TH,6,2,302-G2,Phạm Đình Tuân+Đặng Văn Hiếu,,"Học 2 ca/tuần, thi đợt 1"
K69E-CE3,ELT3102,Thực tập kỹ thuật điện tử tương tự,2,,60,,2,20,ELT3102 15,CL,TH,4,1,302-G2,Hoàng Bảo Anh+Chu Thị Phương Dung,,"Học 2 ca/tuần, thi đợt 1"
